상담일자,Dnis,Channel,소재,광고비,광고횟수,I/B콜수,응대호,정기건수,정기금액,일시건수,일시금액,응대율,콜전환율,정기전환율,CPR,ROI
2026-04-01,1899-0218,EBS,식사지원 은영이ver2," 1,430,000 ", 3 , 5 , 4 , 3 ," 60,000 ",,,80%,167%,75%," 286,000 ",0.50
2026-04-01,1899-0219,SPOTV,식사지원 지영이," 118,280 ", 2 , 1 ,,,,,,0%,50%,0%," 118,280 ",0.00
2026-04-01,1899-0519,SPOTV2,식사지원 사랑이," 171,875 ", 4 , 1 ,,,,,,0%,25%,0%," 171,875 ",0.00
2026-04-01,1899-0325,SPOTV G&H (SVC),식사지원 지영이,  -  , 3 , 1 ,,,,,,0%,33%,0%, - ,0.00
2026-04-01,1899-0762,JTBC4,식사지원 은영이ver2," 371,386 ", 11 , 1 , 1 , 1 ," 30,000 ",,,100%,9%,100%," 371,386 ",0.97
2026-04-01,1899-7318,JTBC4,가족돌봄 지수," 371,386 ", 11 , 2 , 1 ,,,,,50%,18%,0%," 185,693 ",0.00
2026-04-01,1899-7319,JTBC4,가족돌봄 선우," 270,091 ", 8 ,,,,,,,0%,0%,0%, - ,0.00
2026-04-01,1899-7325,JTBC4,식사지원 사랑이," 270,099 ", 8 ,,,,,,,0%,0%,0%, - ,0.00
2026-04-01,1899-7316,JTBC4,식사지원 준우_셰프," 270,099 ", 8 , 2 , 2 , 1 ," 20,000 ",,,100%,25%,50%," 135,050 ",0.89
2026-04-01,1899-0739,JTBC4,뇌병변 무준이ver2," 270,099 ", 8 , 1 , 1 , 1 ," 20,000 ",,,100%,13%,100%," 270,099 ",0.89
2026-04-01,1899-7326,JTBC2 (SVC),뇌병변 무준이ver2,  -  , 1 , 1 , 1 ,,, 1 ," 20,000 ",100%,100%,0%, - ,0.00
2026-04-01,1899-0776,라이프타임,가족돌봄 지수ver2," 175,939 ", 4 , 1 , 1 ,,,,,100%,25%,0%," 175,939 ",0.00
2026-04-01,1899-7314,히스토리 (SVC),식사지원 지영이,  -  , 7 ,,,,,,,0%,0%,0%, - ,0.00
