상담일자,Dnis,Channel,소재,광고비,광고횟수,I/B콜수,응대호,정기건수,정기금액,일시건수,일시금액,응대율,콜전환율,정기전환율,CPR,ROI
2026-08-06,1899-0218,EBS,식사지원 예진," 1,490,524 ", 3 , 9 , 9 , 3 ," 70,000 ", 2 ," 40,000 ",100%,300%,33%," 165,614 ",0.56
2026-08-06,1899-0219,SPOTV, 신장질환 세나," 106,944 ", 2 , 1 , 1 ,,,,,100%,50%,0%," 106,944 ",0.00
2026-08-06,1899-0519,SPOTV2, 신장질환 세나," 106,944 ", 2 ,,,,,,,0%,0%,0%, - ,0.00
2026-08-06,1899-0325,SPOTV G&H (SVC),식사지원 예진, - , 2 ,,,,,,,0%,0%,0%, - ,0.00
2026-08-06,1899-0263,JTBC4,이유식 안부," 261,291 ", 12 , 3 , 2 , 1 ," 20,000 ",,,67%,25%,50%," 87,097 ",0.92
2026-08-06,1899-7319,JTBC4,식사지원 준우_메인," 130,645 ", 6 , 2 , 2 , 2 ," 50,000 ",,,100%,33%,100%," 65,323 ",4.59
2026-08-06,1899-3569,JTBC4,식사지원 준우_아동," 174,194 ", 8 ,,,,,,,0%,0%,0%, - ,0.00
2026-08-06,1899-7318,JTBC4,식사지원 예진," 304,839 ", 14 , 1 , 1 ,,,,,100%,7%,0%," 304,839 ",0.00
2026-08-06,1899-7325,JTBC4,신장질환 세나," 195,968 ", 9 , 2 ,,,, 1 ," 20,000 ",0%,22%,0%," 97,984 ",0.00
2026-08-06,1899-0795,JTBC4,엄마의 마음," 174,194 ", 8 ,,,,,,,0%,0%,0%, - ,0.00
2026-08-06,1899-7326,JTBC2 (SVC),신장질환 세나, - , 2 ,,,,,,,0%,0%,0%, - ,0.00
2026-08-06,1899-0776,라이프타임,이유식 안부," 251,007 ", 5 ,,,,,,,0%,0%,0%, - ,0.00
2026-08-06,1899-7314,히스토리 (SVC),식사지원 예진, - , 7 ,,,,,,,0%,0%,0%, - ,0.00
2026-08-06,1899-5186,시네마천국,식사지원 예진," 177,419 ", 8 , 1 , 1 , 1 ," 10,000 ",,,100%,13%,100%," 177,419 ",0.68
2026-08-06,1899-7317,빌리어즈TV,식사지원 예진," 194,118 ", 4 , 6 , 5 , 4 ," 60,000 ", 1 ," 100,000 ",83%,150%,80%," 32,353 ",3.71
2026-08-06,1899-0739,채널S플러스,식사지원 예진," 354,839 ", 4 ,,,,,,,0%,0%,0%, - ,0.00
2026-08-06,1899-0217,엠플렉스,식사지원 예진," 283,871 ", 5 ,,,,,,,0%,0%,0%, - ,0.00
2026-08-06,1899-7315,바둑TV,식사지원 예진," 149,375 ", 5 ,,,,,,,0%,0%,0%, - ,0.00
2026-08-06,-,기타 TV채널,-, - , - ,,,,,,,0%,0%,0%, - ,0.00
2026-08-06,2102-4590,발신,-, - , - , 1 , 1 ,,,,,100%,0%,0%, - ,0.00
2026-08-07,1899-0218,EBS,식사지원 예진," 1,490,524 ", 3 , 6 , 3 , 1 ," 20,000 ", 1 ," 20,000 ",50%,200%,33%," 248,421 ",0.16
2026-08-07,1899-0219,SPOTV, 신장질환 세나," 106,944 ", 2 ,,,,,,,0%,0%,0%, - ,0.00
2026-08-07,1899-0519,SPOTV2, 신장질환 세나," 106,944 ", 2 , 2 , 1 , 1 ," 20,000 ",,,50%,100%,100%," 53,472 ",2.24
2026-08-07,1899-0325,SPOTV G&H (SVC),식사지원 예진, - , 3 ,,,,,,,0%,0%,0%, - ,0.00
2026-08-07,1899-0263,JTBC4,이유식 안부," 258,569 ", 10 , 1 , 1 , 1 ," 20,000 ",,,100%,10%,100%," 258,569 ",0.93
2026-08-07,1899-7319,JTBC4,식사지원 준우_메인," 129,285 ", 5 , 1 ,,,,,,0%,20%,0%," 129,285 ",0.00
2026-08-07,1899-3569,JTBC4,식사지원 준우_아동," 180,998 ", 7 , 1 , 1 , 1 ," 30,000 ",,,100%,14%,100%," 180,998 ",1.99
2026-08-07,1899-7318,JTBC4,식사지원 예진," 310,283 ", 12 , 3 , 2 , 2 ," 40,000 ",,,67%,25%,100%," 103,428 ",1.55
2026-08-07,1899-7325,JTBC4,신장질환 세나," 180,998 ", 7 ,,,,,,,0%,0%,0%, - ,0.00
2026-08-07,1899-0795,JTBC4,엄마의 마음," 180,998 ", 7 , 3 , 3 , 1 ," 20,000 ",,,100%,43%,33%," 60,333 ",1.33
2026-08-07,1899-7326,JTBC2 (SVC),신장질환 세나, - , 1 ,,,,,,,0%,0%,0%, - ,0.00
2026-08-07,1899-0776,라이프타임,이유식 안부," 251,007 ", 5 ,,,,,,,0%,0%,0%, - ,0.00
2026-08-07,1899-7314,히스토리 (SVC),식사지원 예진, - , 5 ,,,,,,,0%,0%,0%, - ,0.00
2026-08-07,1899-5186,시네마천국,식사지원 예진," 177,419 ", 8 , 2 , 2 , 1 ," 20,000 ", 1 ," 20,000 ",100%,25%,50%," 88,710 ",1.35
2026-08-07,1899-7317,빌리어즈TV,식사지원 예진," 194,118 ", 4 , 3 ,, 1 ," 30,000 ",,,0%,75%,0%," 64,706 ",1.85
2026-08-07,1899-0739,채널S플러스,식사지원 예진," 354,839 ", 4 , 1 , 1 , 1 ," 30,000 ",,,100%,25%,100%," 354,839 ",1.01
2026-08-07,1899-0217,엠플렉스,식사지원 예진," 283,871 ", 5 ,,,,,,,0%,0%,0%, - ,0.00
2026-08-07,1899-7315,바둑TV,식사지원 예진," 149,375 ", 5 ,,,,,,,0%,0%,0%, - ,0.00
2026-08-07,-,기타 TV채널,-, - , - ,,,,,,,0%,0%,0%, - ,0.00
2026-08-07,2102-4590,발신,-, - , - , 5 , 2 ,,,,,40%,0%,0%, - ,0.00
2026-08-08,1899-0218,EBS,식사지원 예진," 848,452 ", 2 , 2 , 2 ,,,,,100%,100%,0%," 424,226 ",0.00
2026-08-08,1899-0219,SPOTV, 신장질환 세나," 53,472 ", 1 ,,,,,,,0%,0%,0%, - ,0.00
2026-08-08,1899-0519,SPOTV2, 신장질환 세나, - , - ,,,,,,,0%,0%,0%, - ,0.00
2026-08-08,1899-0325,SPOTV G&H (SVC),식사지원 예진, - , 3 , 1 ,,,,,,0%,33%,0%, - ,0.00
2026-08-08,1899-0263,JTBC4,이유식 안부," 221,497 ", 9 , 3 , 2 , 2 ," 40,000 ",,,67%,33%,100%," 73,832 ",2.17
2026-08-08,1899-7319,JTBC4,식사지원 준우_메인," 147,665 ", 6 , 1 , 1 ,,,,,100%,17%,0%," 147,665 ",0.00
2026-08-08,1899-3569,JTBC4,식사지원 준우_아동," 172,276 ", 7 ,,,,,,,0%,0%,0%, - ,0.00
2026-08-08,1899-7318,JTBC4,식사지원 예진," 295,329 ", 12 , 6 , 3 , 2 ," 50,000 ",,,50%,50%,67%," 49,222 ",2.03
2026-08-08,1899-7325,JTBC4,신장질환 세나," 172,276 ", 7 ,,,,,,,0%,0%,0%, - ,0.00
2026-08-08,1899-0795,JTBC4,엄마의 마음," 172,276 ", 7 ,,,,,,,0%,0%,0%, - ,0.00
2026-08-08,1899-7326,JTBC2 (SVC),신장질환 세나, - , 1 ,,,,,,,0%,0%,0%, - ,0.00
